7 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions"

--cache-ops 100
0.050155520,32327454,counts,branch-instructions
0.100999112,45734567,counts,branch-instructions
0.151537235,43672359,counts,branch-instructions
0.202120671,42036265,counts,branch-instructions
0.253106086,24487140,counts,branch-instructions
0.304145093,14583148,counts,branch-instructions
0.355683892,11389623,counts,branch-instructions
0.407086128,9423222,counts,branch-instructions
0.458434406,8614140,counts,branch-instructions
0.510145132,8070034,counts,branch-instructions
0.561717003,7740222,counts,branch-instructions
0.613436687,7416569,counts,branch-instructions
0.665387151,7196099,counts,branch-instructions
0.717190011,7017671,counts,branch-instructions
0.769152142,6769728,counts,branch-instructions
0.820921618,6623827,counts,branch-instructions
0.872707603,6363670,counts,branch-instructions
0.924776973,6270469,counts,branch-instructions
0.976693688,6170720,counts,branch-instructions
1.028720767,6079510,counts,branch-instructions
1.080512377,5907065,counts,branch-instructions
1.132236748,5955433,counts,branch-instructions
1.183991744,5799761,counts,branch-instructions
1.236056010,5740527,counts,branch-instructions
1.287881371,5644671,counts,branch-instructions
1.339108451,5568591,counts,branch-instructions
1.390749541,5625769,counts,branch-instructions
1.442423808,5511713,counts,branch-instructions
1.494029481,15972010,counts,branch-instructions
1.544642448,24570399,counts,branch-instructions
1.595222446,11838792,counts,branch-instructions
1.645778695,10704208,counts,branch-instructions
1.696491818,9646256,counts,branch-instructions
1.747028223,10807588,counts,branch-instructions
1.797559002,25732052,counts,branch-instructions
1.848118793,31099567,counts,branch-instructions
1.898525250,29138218,counts,branch-instructions
1.949039467,28386678,counts,branch-instructions
1.999505820,26527974,counts,branch-instructions
2.049991443,26642629,counts,branch-instructions
2.100493994,26376447,counts,branch-instructions
2.151492273,26684027,counts,branch-instructions
2.202023104,23387360,counts,branch-instructions
2.252467790,10383269,counts,branch-instructions
2.268788433,2064518,counts,branch-instructions
693701959

0.050155520,290335,counts,branch-misses
0.100999112,335525,counts,branch-misses
0.151537235,323758,counts,branch-misses
0.202120671,466805,counts,branch-misses
0.253106086,520531,counts,branch-misses
0.304145093,568505,counts,branch-misses
0.355683892,579057,counts,branch-misses
0.407086128,748547,counts,branch-misses
0.458434406,647732,counts,branch-misses
0.510145132,646272,counts,branch-misses
0.561717003,634354,counts,branch-misses
0.613436687,657948,counts,branch-misses
0.665387151,682937,counts,branch-misses
0.717190011,753894,counts,branch-misses
0.769152142,787576,counts,branch-misses
0.820921618,691175,counts,branch-misses
0.872707603,723932,counts,branch-misses
0.924776973,799080,counts,branch-misses
0.976693688,769375,counts,branch-misses
1.028720767,855831,counts,branch-misses
1.080512377,809547,counts,branch-misses
1.132236748,691465,counts,branch-misses
1.183991744,816445,counts,branch-misses
1.236056010,825681,counts,branch-misses
1.287881371,792455,counts,branch-misses
1.339108451,800022,counts,branch-misses
1.390749541,840564,counts,branch-misses
1.442423808,840631,counts,branch-misses
1.494029481,747269,counts,branch-misses
1.544642448,373176,counts,branch-misses
1.595222446,47600,counts,branch-misses
1.645778695,23087,counts,branch-misses
1.696491818,550877,counts,branch-misses
1.747028223,637926,counts,branch-misses
