7 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions"

--cache-ops 100
0.050180949,32859063,counts,branch-instructions
0.100891792,46852110,counts,branch-instructions
0.151518157,48031294,counts,branch-instructions
0.202221813,41251598,counts,branch-instructions
0.253076458,23756656,counts,branch-instructions
0.304433498,14612548,counts,branch-instructions
0.356129548,11303663,counts,branch-instructions
0.407572474,9557032,counts,branch-instructions
0.458982639,8922234,counts,branch-instructions
0.510263794,9631758,counts,branch-instructions
0.561771199,7265882,counts,branch-instructions
0.613243707,7110191,counts,branch-instructions
0.665096059,7118192,counts,branch-instructions
0.716818099,6545135,counts,branch-instructions
0.768628628,6400429,counts,branch-instructions
0.819907335,6536568,counts,branch-instructions
0.871504010,6069064,counts,branch-instructions
0.923163602,5917809,counts,branch-instructions
0.975082151,5884136,counts,branch-instructions
1.026709556,5813394,counts,branch-instructions
1.078197585,5692995,counts,branch-instructions
1.129929312,5670195,counts,branch-instructions
1.181890205,5615455,counts,branch-instructions
1.233888702,5546871,counts,branch-instructions
1.285786158,5489960,counts,branch-instructions
1.337653874,5501473,counts,branch-instructions
1.389516018,5429783,counts,branch-instructions
1.441445453,5432797,counts,branch-instructions
1.493560564,5369995,counts,branch-instructions
1.545164635,13673291,counts,branch-instructions
1.595738708,21697560,counts,branch-instructions
1.646326218,11088101,counts,branch-instructions
1.696938312,10845379,counts,branch-instructions
1.747482125,9006853,counts,branch-instructions
1.798015468,5907212,counts,branch-instructions
1.848703499,19088329,counts,branch-instructions
1.899161010,27657923,counts,branch-instructions
1.949631697,26006634,counts,branch-instructions
2.000085874,28221346,counts,branch-instructions
2.050541458,29131553,counts,branch-instructions
2.101112822,29194781,counts,branch-instructions
2.159291308,33333988,counts,branch-instructions
2.209763402,28411511,counts,branch-instructions
2.260203933,23152524,counts,branch-instructions
2.310619360,14936092,counts,branch-instructions
2.322115797,1351891,counts,branch-instructions
693893248

0.050180949,298073,counts,branch-misses
0.100891792,348354,counts,branch-misses
0.151518157,364898,counts,branch-misses
0.202221813,426207,counts,branch-misses
0.253076458,556259,counts,branch-misses
0.304433498,595933,counts,branch-misses
0.356129548,600219,counts,branch-misses
0.407572474,741912,counts,branch-misses
0.458982639,687142,counts,branch-misses
0.510263794,594915,counts,branch-misses
0.561771199,684476,counts,branch-misses
0.613243707,699793,counts,branch-misses
0.665096059,792480,counts,branch-misses
0.716818099,703400,counts,branch-misses
0.768628628,759668,counts,branch-misses
0.819907335,729561,counts,branch-misses
0.871504010,806002,counts,branch-misses
0.923163602,701848,counts,branch-misses
0.975082151,766007,counts,branch-misses
1.026709556,806772,counts,branch-misses
1.078197585,763177,counts,branch-misses
1.129929312,728897,counts,branch-misses
1.181890205,819726,counts,branch-misses
1.233888702,856009,counts,branch-misses
1.285786158,845028,counts,branch-misses
1.337653874,845308,counts,branch-misses
1.389516018,859994,counts,branch-misses
1.441445453,861042,counts,branch-misses
1.493560564,856891,counts,branch-misses
1.545164635,715637,counts,branch-misses
1.595738708,386182,counts,branch-misses
1.646326218,22235,counts,branch-misses
