7 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions"

--cache-ops 100
0.050227675,31069447,counts,branch-instructions
0.100877121,53169343,counts,branch-instructions
0.151446879,54252075,counts,branch-instructions
0.202148876,40413655,counts,branch-instructions
0.252943269,18924234,counts,branch-instructions
0.303896048,13480294,counts,branch-instructions
0.355333304,10165918,counts,branch-instructions
0.406707853,8707758,counts,branch-instructions
0.458238911,8306496,counts,branch-instructions
0.509733407,7592312,counts,branch-instructions
0.561219830,7327189,counts,branch-instructions
0.612821045,6998367,counts,branch-instructions
0.664371791,7467065,counts,branch-instructions
0.715572069,7121409,counts,branch-instructions
0.767146877,6406057,counts,branch-instructions
0.818899081,6330865,counts,branch-instructions
0.870412952,6176006,counts,branch-instructions
0.921350939,7085317,counts,branch-instructions
0.972379030,7775360,counts,branch-instructions
1.023871390,7145732,counts,branch-instructions
1.075214376,6004235,counts,branch-instructions
1.126958872,6447314,counts,branch-instructions
1.178394982,5728859,counts,branch-instructions
1.230478279,5570737,counts,branch-instructions
1.281983400,7696316,counts,branch-instructions
1.332740137,19032017,counts,branch-instructions
1.383250520,21596047,counts,branch-instructions
1.433969549,13197547,counts,branch-instructions
1.484509151,10338067,counts,branch-instructions
1.535173127,9309554,counts,branch-instructions
1.585833979,7068511,counts,branch-instructions
1.636340091,17506004,counts,branch-instructions
1.686808495,25935364,counts,branch-instructions
1.737261847,27969035,counts,branch-instructions
1.787705928,30858716,counts,branch-instructions
1.838083186,30428427,counts,branch-instructions
1.888373205,30375774,counts,branch-instructions
1.938711297,30019089,counts,branch-instructions
1.989129701,30419562,counts,branch-instructions
2.039544980,26367044,counts,branch-instructions
2.090072238,8535800,counts,branch-instructions
2.136644034,6622511,counts,branch-instructions
692941429

0.050227675,286527,counts,branch-misses
0.100877121,371965,counts,branch-misses
0.151446879,374861,counts,branch-misses
0.202148876,481419,counts,branch-misses
0.252943269,536666,counts,branch-misses
0.303896048,528169,counts,branch-misses
0.355333304,609885,counts,branch-misses
0.406707853,620771,counts,branch-misses
0.458238911,613400,counts,branch-misses
0.509733407,655084,counts,branch-misses
0.561219830,684509,counts,branch-misses
0.612821045,713683,counts,branch-misses
0.664371791,666217,counts,branch-misses
0.715572069,716010,counts,branch-misses
0.767146877,726022,counts,branch-misses
0.818899081,784921,counts,branch-misses
0.870412952,675060,counts,branch-misses
0.921350939,535288,counts,branch-misses
0.972379030,578781,counts,branch-misses
1.023871390,639513,counts,branch-misses
1.075214376,733559,counts,branch-misses
1.126958872,677476,counts,branch-misses
1.178394982,750493,counts,branch-misses
1.230478279,722841,counts,branch-misses
1.281983400,647696,counts,branch-misses
1.332740137,471395,counts,branch-misses
1.383250520,321722,counts,branch-misses
1.433969549,141959,counts,branch-misses
1.484509151,46133,counts,branch-misses
1.535173127,331374,counts,branch-misses
1.585833979,547599,counts,branch-misses
1.636340091,240379,counts,branch-misses
1.686808495,793556,counts,branch-misses
1.737261847,739507,counts,branch-misses
1.787705928,845717,counts,branch-misses
1.838083186,887840,counts,branch-misses
1.888373205,912296,counts,branch-misses
