7 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions"

--cache-ops 100
0.050181513,32786859,counts,branch-instructions
0.100901828,46955276,counts,branch-instructions
0.151476778,47412851,counts,branch-instructions
0.202083395,43378008,counts,branch-instructions
0.252959282,25865326,counts,branch-instructions
0.303863086,14268887,counts,branch-instructions
0.355094128,11064073,counts,branch-instructions
0.406375588,9529232,counts,branch-instructions
0.457914234,8419259,counts,branch-instructions
0.509772254,10330299,counts,branch-instructions
0.561551212,9016279,counts,branch-instructions
0.613345796,8663597,counts,branch-instructions
0.664505276,7672158,counts,branch-instructions
0.715378194,7576257,counts,branch-instructions
0.766889966,6739259,counts,branch-instructions
0.818664809,6674065,counts,branch-instructions
0.870864600,6685992,counts,branch-instructions
0.921682310,5979174,counts,branch-instructions
0.973596320,5774487,counts,branch-instructions
1.024801269,5756427,counts,branch-instructions
1.076541008,5675384,counts,branch-instructions
1.128280852,5573790,counts,branch-instructions
1.179914654,5545841,counts,branch-instructions
1.231795904,5513654,counts,branch-instructions
1.283382154,5554151,counts,branch-instructions
1.334523926,13813822,counts,branch-instructions
1.385960332,6776875,counts,branch-instructions
1.437205750,19529000,counts,branch-instructions
1.487750596,15126052,counts,branch-instructions
1.538421327,10746762,counts,branch-instructions
1.589022475,9381832,counts,branch-instructions
1.639588779,12735339,counts,branch-instructions
1.690144667,16943153,counts,branch-instructions
1.740662742,32719445,counts,branch-instructions
1.791065297,30454198,counts,branch-instructions
1.841426914,30443262,counts,branch-instructions
1.891708063,30441347,counts,branch-instructions
1.941995618,30307922,counts,branch-instructions
1.992353120,30129541,counts,branch-instructions
2.042760883,28297632,counts,branch-instructions
2.093240521,22826730,counts,branch-instructions
2.107951585,3736946,counts,branch-instructions
692820443

0.050181513,303953,counts,branch-misses
0.100901828,339769,counts,branch-misses
0.151476778,373658,counts,branch-misses
0.202083395,503844,counts,branch-misses
0.252959282,504276,counts,branch-misses
0.303863086,560973,counts,branch-misses
0.355094128,620346,counts,branch-misses
0.406375588,526675,counts,branch-misses
0.457914234,651151,counts,branch-misses
0.509772254,580876,counts,branch-misses
0.561551212,594649,counts,branch-misses
0.613345796,596867,counts,branch-misses
0.664505276,644715,counts,branch-misses
0.715378194,638603,counts,branch-misses
0.766889966,674612,counts,branch-misses
0.818664809,742334,counts,branch-misses
0.870864600,687468,counts,branch-misses
0.921682310,771609,counts,branch-misses
0.973596320,766508,counts,branch-misses
1.024801269,752336,counts,branch-misses
1.076541008,848414,counts,branch-misses
1.128280852,842925,counts,branch-misses
1.179914654,827532,counts,branch-misses
1.231795904,846866,counts,branch-misses
1.283382154,890679,counts,branch-misses
1.334523926,721586,counts,branch-misses
1.385960332,646347,counts,branch-misses
1.437205750,519385,counts,branch-misses
1.487750596,143139,counts,branch-misses
1.538421327,231846,counts,branch-misses
1.589022475,89116,counts,branch-misses
1.639588779,885345,counts,branch-misses
1.690144667,395855,counts,branch-misses
1.740662742,577480,counts,branch-misses
1.791065297,903485,counts,branch-misses
1.841426914,899219,counts,branch-misses
1.891708063,871721,counts,branch-misses
