7 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions"

--cache-ops 100
0.050166934,32632929,counts,branch-instructions
0.100866993,46709626,counts,branch-instructions
0.151525905,47015243,counts,branch-instructions
0.202141641,42080688,counts,branch-instructions
0.253082896,24113082,counts,branch-instructions
0.304282068,13889942,counts,branch-instructions
0.355641448,11081102,counts,branch-instructions
0.407058536,9762860,counts,branch-instructions
0.458757290,8915673,counts,branch-instructions
0.510331566,7824529,counts,branch-instructions
0.561707352,7449504,counts,branch-instructions
0.613352408,7297799,counts,branch-instructions
0.665164808,6906908,counts,branch-instructions
0.716925072,6650768,counts,branch-instructions
0.768706899,6503419,counts,branch-instructions
0.820401487,6291100,counts,branch-instructions
0.872307532,6248952,counts,branch-instructions
0.924065453,6082707,counts,branch-instructions
0.975964155,6084810,counts,branch-instructions
1.028027752,5996500,counts,branch-instructions
1.079984839,6005433,counts,branch-instructions
1.131321302,5801735,counts,branch-instructions
1.182903025,5919652,counts,branch-instructions
1.234232561,5657967,counts,branch-instructions
1.285784128,5668886,counts,branch-instructions
1.337513143,6103011,counts,branch-instructions
1.389358303,5582834,counts,branch-instructions
1.441069973,5489196,counts,branch-instructions
1.492858831,11731312,counts,branch-instructions
1.543536442,26000366,counts,branch-instructions
1.594089365,11649031,counts,branch-instructions
1.644726246,10679348,counts,branch-instructions
1.695290575,10037356,counts,branch-instructions
1.745833081,8641672,counts,branch-instructions
1.796364129,24790002,counts,branch-instructions
1.846861011,31560582,counts,branch-instructions
1.897228153,30172245,counts,branch-instructions
1.947669618,30441182,counts,branch-instructions
1.998039989,29881232,counts,branch-instructions
2.048476246,30433531,counts,branch-instructions
2.098864065,30536568,counts,branch-instructions
2.149182300,30365938,counts,branch-instructions
2.199540276,19607307,counts,branch-instructions
2.208004478,880365,counts,branch-instructions
693174892

0.050166934,302382,counts,branch-misses
0.100866993,345308,counts,branch-misses
0.151525905,372331,counts,branch-misses
0.202141641,467586,counts,branch-misses
0.253082896,477478,counts,branch-misses
0.304282068,558672,counts,branch-misses
0.355641448,643649,counts,branch-misses
0.407058536,646609,counts,branch-misses
0.458757290,668456,counts,branch-misses
0.510331566,700720,counts,branch-misses
0.561707352,711518,counts,branch-misses
0.613352408,690324,counts,branch-misses
0.665164808,706617,counts,branch-misses
0.716925072,757566,counts,branch-misses
0.768706899,751116,counts,branch-misses
0.820401487,805570,counts,branch-misses
0.872307532,799812,counts,branch-misses
0.924065453,811441,counts,branch-misses
0.975964155,716680,counts,branch-misses
1.028027752,690606,counts,branch-misses
1.079984839,591928,counts,branch-misses
1.131321302,754985,counts,branch-misses
1.182903025,660803,counts,branch-misses
1.234232561,731804,counts,branch-misses
1.285784128,712396,counts,branch-misses
1.337513143,659340,counts,branch-misses
1.389358303,701084,counts,branch-misses
1.441069973,747283,counts,branch-misses
1.492858831,743910,counts,branch-misses
1.543536442,449104,counts,branch-misses
1.594089365,46250,counts,branch-misses
1.644726246,29628,counts,branch-misses
1.695290575,419472,counts,branch-misses
1.745833081,759437,counts,branch-misses
1.796364129,322973,counts,branch-misses
