7 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions"

--cache-ops 100
0.050166517,32490934,counts,branch-instructions
0.100956731,46785960,counts,branch-instructions
0.151546997,47231219,counts,branch-instructions
0.202188981,41700369,counts,branch-instructions
0.253155392,24605760,counts,branch-instructions
0.304340553,14037406,counts,branch-instructions
0.355846442,11195150,counts,branch-instructions
0.407086498,9811190,counts,branch-instructions
0.458573325,8419390,counts,branch-instructions
0.510261349,8051570,counts,branch-instructions
0.561870936,7385631,counts,branch-instructions
0.613613804,7152874,counts,branch-instructions
0.665599275,6814679,counts,branch-instructions
0.717201623,6668490,counts,branch-instructions
0.769121001,6659474,counts,branch-instructions
0.820806785,7328951,counts,branch-instructions
0.872421789,7183151,counts,branch-instructions
0.923682314,6751659,counts,branch-instructions
0.975699191,6305321,counts,branch-instructions
1.027394768,6221903,counts,branch-instructions
1.078868417,6465452,counts,branch-instructions
1.130226286,5822449,counts,branch-instructions
1.183740817,6566332,counts,branch-instructions
1.235074310,5630015,counts,branch-instructions
1.286339523,5552265,counts,branch-instructions
1.337918953,5627282,counts,branch-instructions
1.389263280,16178607,counts,branch-instructions
1.440103389,7633684,counts,branch-instructions
1.490860946,21428356,counts,branch-instructions
1.541533191,11323644,counts,branch-instructions
1.592153769,9901726,counts,branch-instructions
1.643052889,8089213,counts,branch-instructions
1.693658884,12509583,counts,branch-instructions
1.744160816,17699785,counts,branch-instructions
1.794636708,30691769,counts,branch-instructions
1.845110932,30472820,counts,branch-instructions
1.895417813,30123530,counts,branch-instructions
1.945833340,29950509,counts,branch-instructions
1.996265012,29957211,counts,branch-instructions
2.046699861,30418320,counts,branch-instructions
2.097098252,28518257,counts,branch-instructions
2.147547477,22776025,counts,branch-instructions
2.189057187,6932955,counts,branch-instructions
693070870

0.050166517,299452,counts,branch-misses
0.100956731,361974,counts,branch-misses
0.151546997,380091,counts,branch-misses
0.202188981,447625,counts,branch-misses
0.253155392,468759,counts,branch-misses
0.304340553,604090,counts,branch-misses
0.355846442,641632,counts,branch-misses
0.407086498,664034,counts,branch-misses
0.458573325,584744,counts,branch-misses
0.510261349,610856,counts,branch-misses
0.561870936,682572,counts,branch-misses
0.613613804,681915,counts,branch-misses
0.665599275,754214,counts,branch-misses
0.717201623,743377,counts,branch-misses
0.769121001,685578,counts,branch-misses
0.820806785,577202,counts,branch-misses
0.872421789,699067,counts,branch-misses
0.923682314,563103,counts,branch-misses
0.975699191,656711,counts,branch-misses
1.027394768,658712,counts,branch-misses
1.078868417,542465,counts,branch-misses
1.130226286,578041,counts,branch-misses
1.183740817,551477,counts,branch-misses
1.235074310,586880,counts,branch-misses
1.286339523,639869,counts,branch-misses
1.337918953,718159,counts,branch-misses
1.389263280,640737,counts,branch-misses
1.440103389,531238,counts,branch-misses
1.490860946,419614,counts,branch-misses
1.541533191,60136,counts,branch-misses
1.592153769,307208,counts,branch-misses
1.643052889,33252,counts,branch-misses
1.693658884,685059,counts,branch-misses
1.744160816,547677,counts,branch-misses
1.794636708,572260,counts,branch-misses
1.845110932,882165,counts,branch-misses
