7 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions"

--cache-ops 100
0.050170904,32456622,counts,branch-instructions
0.100911286,46925592,counts,branch-instructions
0.151496876,47609680,counts,branch-instructions
0.202093872,43010488,counts,branch-instructions
0.252930712,24173478,counts,branch-instructions
0.303731511,14138100,counts,branch-instructions
0.354853715,10655729,counts,branch-instructions
0.406292481,9321046,counts,branch-instructions
0.457835934,8658672,counts,branch-instructions
0.509364960,8684198,counts,branch-instructions
0.560683414,7918866,counts,branch-instructions
0.612164159,7422299,counts,branch-instructions
0.663378654,8209062,counts,branch-instructions
0.714784347,8103914,counts,branch-instructions
0.766639467,7548582,counts,branch-instructions
0.818175628,7621057,counts,branch-instructions
0.870025331,6613587,counts,branch-instructions
0.921994304,6094797,counts,branch-instructions
0.973813694,5929549,counts,branch-instructions
1.025284387,5874939,counts,branch-instructions
1.077232163,5788950,counts,branch-instructions
1.129068688,5741969,counts,branch-instructions
1.180791777,5632376,counts,branch-instructions
1.232565542,5687065,counts,branch-instructions
1.284296859,5598177,counts,branch-instructions
1.336045104,5529449,counts,branch-instructions
1.387755640,11306649,counts,branch-instructions
1.438616125,20444928,counts,branch-instructions
1.489164059,17507933,counts,branch-instructions
1.539809598,10983801,counts,branch-instructions
1.590412219,10070929,counts,branch-instructions
1.641123903,8470524,counts,branch-instructions
1.691624858,12315781,counts,branch-instructions
1.742100969,23730754,counts,branch-instructions
1.792543330,27085674,counts,branch-instructions
1.843051004,25860092,counts,branch-instructions
1.893500813,28336182,counts,branch-instructions
1.943950518,28727621,counts,branch-instructions
1.994399181,28339325,counts,branch-instructions
2.044922219,29316430,counts,branch-instructions
2.095420049,29131793,counts,branch-instructions
2.145936420,25542904,counts,branch-instructions
2.177764074,4991587,counts,branch-instructions
693111150

0.050170904,292146,counts,branch-misses
0.100911286,338668,counts,branch-misses
0.151496876,412136,counts,branch-misses
0.202093872,478672,counts,branch-misses
0.252930712,500518,counts,branch-misses
0.303731511,554816,counts,branch-misses
0.354853715,656024,counts,branch-misses
0.406292481,637165,counts,branch-misses
0.457835934,678897,counts,branch-misses
0.509364960,658552,counts,branch-misses
0.560683414,648148,counts,branch-misses
0.612164159,637170,counts,branch-misses
0.663378654,629980,counts,branch-misses
0.714784347,600233,counts,branch-misses
0.766639467,633902,counts,branch-misses
0.818175628,554206,counts,branch-misses
0.870025331,698263,counts,branch-misses
0.921994304,727490,counts,branch-misses
0.973813694,811602,counts,branch-misses
1.025284387,762096,counts,branch-misses
1.077232163,776395,counts,branch-misses
1.129068688,829373,counts,branch-misses
1.180791777,842887,counts,branch-misses
1.232565542,837619,counts,branch-misses
1.284296859,862891,counts,branch-misses
1.336045104,792999,counts,branch-misses
1.387755640,798252,counts,branch-misses
1.438616125,519829,counts,branch-misses
1.489164059,223638,counts,branch-misses
1.539809598,26197,counts,branch-misses
1.590412219,278398,counts,branch-misses
1.641123903,721957,counts,branch-misses
1.691624858,272724,counts,branch-misses
1.742100969,353053,counts,branch-misses
1.792543330,787192,counts,branch-misses
1.843051004,774777,counts,branch-misses
