17 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions,L1-dcache-load-misses,L1-dcache-loads,L1-icache-load-misses,L1-icache-loads,branch-load-misses,branch-loads,dTLB-load-misses,iTLB-load-misses,br_immed_retired,br_mis_pred"

--cache-ops 100
0.101509704,68032109,branch-loads,(13.61%)
0.101509704,1178,dTLB-load-misses,(13.75%)
0.203513624,53106818,cache-references,(14.56%)
0.461852291,536228,br_mis_pred,(14.81%)
0.254811442,563329,br_mis_pred,(14.91%)
0.050165167,202510,br_mis_pred,(14.98%)
0.203513624,116943038,bus-cycles,(15.08%)
0.306327124,29953875,branch-loads,(15.53%)
0.050165167,33861120,cache-references,(16.25%)
0.254811442,24866859,br_immed_retired,(16.65%)
0.514077970,13648702,branch-loads,(16.95%)
0.617876102,10970740,cache-references,(17.77%)
0.461852291,9520491,br_immed_retired,(18.25%)
0.409949006,14712769,cache-references,(18.30%)
0.306327124,291,dTLB-load-misses,(18.55%)
0.670089490,728839,br_mis_pred,(19.34%)
0.514077970,314,dTLB-load-misses,(19.40%)
0.722389700,10369273,branch-loads,(19.42%)
0.722389700,324,dTLB-load-misses,(20.05%)
0.617876102,116842711,bus-cycles,(20.06%)
0.409949006,118216104,bus-cycles,(20.24%)
0.101509704,186,iTLB-load-misses,(20.34%)
0.826760277,8323418,cache-references,(20.43%)
0.152377159,57288100,L1-dcache-loads,(21.04%)
0.879204966,6549770,branch-instructions,(21.66%)
0.152377159,126637091,L1-icache-loads,(21.86%)
0.254811442,63,iTLB-load-misses,(22.03%)
0.566033598,11393424,L1-dcache-loads,(22.15%)
0.670089490,8768517,br_immed_retired,(22.21%)
0.461852291,14626056,branch-instructions,(22.42%)
0.203513624,235476524,cpu-cycles,(22.58%)
0.203513624,34034516,branch-instructions,(22.94%)
0.931653561,265,dTLB-load-misses,(23.00%)
0.722389700,99,iTLB-load-misses,(23.07%)
0.670089490,7568386,branch-instructions,(23.46%)
0.931653561,110,iTLB-load-misses,(23.49%)
0.306327124,545109,branch-load-misses,(23.60%)
0.357963743,16662530,L1-dcache-loads,(23.72%)
0.254811442,29694016,branch-instructions,(23.89%)
0.879204966,636136,br_mis_pred,(23.97%)
0.931653561,9168765,branch-loads,(24.16%)
0.306327124,119,iTLB-load-misses,(24.35%)
0.514077970,53,iTLB-load-misses,(24.39%)
0.101509704,445708,branch-load-misses,(24.46%)
0.461852291,85,iTLB-load-misses,(24.48%)
2.170713355,44894219,branch-loads,(24.48%)
2.272149361,16332232,branch-instructions,(24.55%)
2.272149361,64966469,bus-cycles,(24.55%)
0.879204966,121343693,bus-cycles,(24.56%)
2.170713355,1240,dTLB-load-misses,(25.15%)
1.966550412,852335,br_mis_pred,(25.17%)
0.826760277,237582305,cpu-cycles,(25.40%)
0.617876102,233212567,cpu-cycles,(25.42%)
2.284312803,44999,branch-load-misses,(25.47%)
0.514077970,653143,branch-load-misses,(25.80%)
0.617876102,6654621,branch-instructions,(25.88%)
1.558118952,17836161,branch-instructions,(25.93%)
0.931653561,7812039,br_immed_retired,(25.97%)
