17 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions,L1-dcache-load-misses,L1-dcache-loads,L1-icache-load-misses,L1-icache-loads,branch-load-misses,branch-loads,dTLB-load-misses,iTLB-load-misses,br_immed_retired,br_mis_pred"

--cache-ops 100
0.050224854,30748499,cache-references,(12.08%)
0.203117426,102955020,bus-cycles,(13.60%)
0.101246579,762,dTLB-load-misses,(13.91%)
0.101246579,67228018,branch-loads,(13.93%)
0.152138721,52890359,L1-dcache-loads,(14.84%)
0.101246579,114,iTLB-load-misses,(16.66%)
0.203117426,49408246,cache-references,(17.10%)
1.143388029,7228856,br_immed_retired,(18.21%)
1.143388029,684130,br_mis_pred,(18.25%)
0.880708652,11531404,branch-instructions,(18.61%)
1.195184543,87877273,L1-icache-loads,(18.95%)
0.050224854,146154703,cpu-cycles,(19.26%)
0.203117426,36188007,branch-instructions,(19.63%)
1.143388029,106,iTLB-load-misses,(19.71%)
0.880708652,100182815,bus-cycles,(20.01%)
0.776119118,9094804,branch-loads,(20.48%)
0.050224854,181810,br_mis_pred,(21.78%)
0.254117016,36898181,br_immed_retired,(22.00%)
0.514625204,125,iTLB-load-misses,(22.30%)
2.008822627,419475,br_mis_pred,(22.35%)
2.008822627,22844569,br_immed_retired,(22.37%)
1.958115275,21297568,cache-references,(22.55%)
1.297568513,66,iTLB-load-misses,(22.71%)
1.195184543,549298,branch-load-misses,(22.75%)
1.297568513,12209629,br_immed_retired,(22.85%)
0.152138721,117287437,L1-icache-loads,(22.97%)
1.246336633,37422237,cache-references,(23.05%)
0.254117016,446539,br_mis_pred,(23.07%)
0.410074784,16127975,cache-references,(23.15%)
1.297568513,220297,br_mis_pred,(23.20%)
0.254117016,434,iTLB-load-misses,(23.93%)
1.246336633,111325024,bus-cycles,(24.09%)
0.985884330,10622814,branch-loads,(24.22%)
0.776119118,1351,dTLB-load-misses,(24.27%)
0.101246579,62784400,br_immed_retired,(24.51%)
0.514625204,638,dTLB-load-misses,(24.58%)
1.090873029,107037112,bus-cycles,(24.81%)
1.195184543,13792044,branch-loads,(25.00%)
0.514625204,10403245,br_immed_retired,(25.06%)
1.090873029,7440082,cache-references,(25.16%)
2.008822627,0,iTLB-load-misses,(25.23%)
1.297568513,476,dTLB-load-misses,(25.39%)
2.059497426,661,dTLB-load-misses,(25.56%)
0.985884330,688,dTLB-load-misses,(25.69%)
1.143388029,455,dTLB-load-misses,(25.69%)
2.059497426,19186623,branch-loads,(26.03%)
0.203117426,207844350,cpu-cycles,(26.14%)
1.143388029,5792469,branch-instructions,(26.16%)
0.671372761,99757493,bus-cycles,(26.19%)
0.671372761,8262522,branch-instructions,(26.24%)
2.008822627,15216541,branch-instructions,(26.24%)
1.806170720,45302437,br_immed_retired,(26.32%)
0.776119118,676475,branch-load-misses,(26.33%)
0.828257141,8887118,L1-dcache-loads,(26.45%)
0.933085476,7391634,br_immed_retired,(26.92%)
0.254117016,1360,dTLB-load-misses,(27.12%)
0.410074784,103468975,bus-cycles,(27.14%)
1.958115275,155147691,cpu-cycles,(27.24%)
