17 Events Counted per Perf Invocation: 
Each Perf Invocation was repeated 50 times

"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions,L1-dcache-load-misses,L1-dcache-loads,L1-icache-load-misses,L1-icache-loads,branch-load-misses,branch-loads,dTLB-load-misses,iTLB-load-misses,br_immed_retired,br_mis_pred"

--cache-ops 100
instructions,7493656468,7161523262,7004345306,7579703867,7010589567,7216846291,7010473167,7387724431,7168295744,7146345432,7068112570,7068266075,7027398822,7156242310,7005980475,7138697568,7016185970,7154488008,7021555243,7093112674,7066052914,7168268259,7086537355,7204451763,7067822514,7214672600,7066826282,7259879471,6991256585,7194305316,7024331344,7172291893,7057714766,7258055867,7036188273,7233528205,7074743021,7214041951,7056457797,7211921085,7065448347,7182674638,7185545656,7039913565,7167550708,7280203588,7144134155,7136322559,7226818316,7172081914
L1-dcache-load-misses,18893495,14274051,14114048,19611590,14431281,15975553,14089540,16905807,15599473,14529645,15129394,14137421,14052883,13527283,13901526,14064329,14848211,14925207,14319418,14440699,14354636,15936356,14716332,15819767,14195501,16564014,14742527,15109142,14857750,13487212,15493918,15357706,15116953,15677753,13331501,15825124,15523814,14218513,13538124,15274673,14108012,14612075,13955871,13919035,14401891,15673336,13726053,15055017,15223054,13653493
L1-dcache-loads,1413597428,1292254056,1236178608,1409296366,1259443311,1307840910,1247945270,1388615131,1283239542,1283522350,1255922957,1273534733,1245719598,1306754324,1274498902,1301972584,1221429354,1293504698,1243119915,1312420061,1265478156,1302830649,1258215743,1309932540,1248618600,1314515375,1267430670,1330289892,1233494233,1338323412,1243914847,1321627669,1253482570,1351305142,1247339740,1299498154,1253280224,1332191801,1247219074,1301424757,1256228245,1336479857,1329798910,1260260455,1295354414,1335280042,1304612046,1312615113,1308922023,1301706599
L1-icache-load-misses,20846870,14961430,10598323,18975400,10734251,15379323,10563142,17720388,14638209,13961857,12826374,12044414,10356503,13548170,11367798,14146130,10741463,13992200,11551539,13493495,11322157,15365107,11688482,13890854,11635370,13886553,11215223,14137986,10676748,15984810,11501124,14858302,11315447,15980807,11795459,14424648,11107992,14778984,12153187,13730718,11802443,14123922,14655490,11443542,14374180,15427036,13359248,14466833,13739127,14402282
L1-icache-loads,4947734530,4691987839,4557155928,4874054120,4556261027,4704446007,4541170595,4802746023,4633442233,4671417809,4616637159,4647105386,4565662440,4684692500,4578744262,4663517278,4570887760,4645173851,4539591134,4723256933,4624938839,4685978837,4549231037,4683130590,4547455763,4639618071,4616783334,4705204268,4617130514,4717442666,4556263691,4651673146,4598478869,4728043678,4644730689,4645006739,4577579022,4720197576,4599721874,4656118422,4575275673,4717254837,4705677935,4606923812,4696134486,4721492815,4705698047,4690935818,4678935476,4657316775
branch-load-misses,32543987,29630302,25884580,31019725,26546588,29221052,25827043,29670627,27489217,28752962,26492324,30098228,26293904,29404630,28780127,29116035,27977276,25692580,25734831,31207100,28382375,28740037,26245229,28166784,23109003,26899611,28449939,29893163,28648856,27796768,27057119,26090494,29046802,30747258,26742552,27385574,27609572,28665750,28037760,28820198,25654453,29134634,28495718,27740022,27823981,26824476,30654389,30190892,28997834,27906838
branch-loads,1505418219,1458487637,1406520358,1492924779,1412533371,1457416209,1408672592,1487723975,1432835232,1451413468,1409075714,1452094947,1407990808,1455785026,1433836380,1454105954,1410299522,1446925911,1421873958,1459436716,1405452922,1455602701,1400181158,1454247146,1398891279,1434943364,1423887465,1434674766,1434540493,1452362698,1420810107,1440739304,1423410138,1452062840,1424150053,1429974163,1419772490,1472224103,1425292374,1433034826,1417849359,1461728689,1449666836,1416953504,1445273253,1441139971,1462762915,1463326581,1452686125,1451738265
dTLB-load-misses,565873,193439,75409,677985,74622,238820,66937,395991,450509,153968,153655,153474,86385,175009,58289,150567,58097,171632,51881,164064,66460,178403,52662,187733,58877,133946,63117,132134,57975,189957,74973,118933,76308,152137,57303,113980,62970,172117,82259,104111,95155,169918,197409,72017,136637,172832,141156,145150,138703,157039
iTLB-load-misses,247893,69210,31115,299275,30629,92792,34917,148803,213602,60610,97823,58044,32669,67436,24653,62485,31026,75399,28968,61323,20588,70456,25012,73942,31536,63845,29207,49100,29099,70764,34909,48990,39094,59469,24564,45027,25941,61987,26131,46184,49639,64688,83692,31352,54354,74374,60803,57422,57503,63742
br_immed_retired,1338299429,1303341333,1261294655,1350585332,1276628725,1311024575,1273280648,1320047837,1288676764,1294065028,1269917872,1293054858,1265195474,1298774474,1283436874,1296538604,1259712133,1291737004,1280992410,1297507848,1268921135,1295593532,1275707026,1295135027,1274512227,1295938656,1266077679,1287461967,1267303640,1299998100,1275130621,1293548896,1266599286,1291114420,1283784978,1279597986,1266373363,1312350677,1274542590,1286303791,1272898437,1309279034,1300263633,1274058422,1297202568,1297646753,1316151144,1312547609,1295686740,1310845090
br_mis_pred,31437765,28844735,25806812,34307044,26399557,30538822,26784539,29335406,30913873,29946871,26246577,28526349,26702035,27056386,27052316,29305240,26576359,31436495,29907771,25148093,23316878,31071212,26340121,30320935,27128009,29648905,26031346,25495554,27619502,28041185,28431497,29458131,27479795,25228925,25604531,28373386,26912835,29157586,25498022,27058054,27810396,28938835,26777720,24494882,26719673,28281227,30266810,30875699,27485657,31848735


