6 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,instructions"

--cache-ops 100
0.050219183,31909958,counts,branch-instructions
0.100972115,46443028,counts,branch-instructions
0.151519579,46218316,counts,branch-instructions
0.202123657,39358126,counts,branch-instructions
0.253055130,24479993,counts,branch-instructions
0.304025665,20149160,counts,branch-instructions
0.354862347,15293826,counts,branch-instructions
0.406345016,12508668,counts,branch-instructions
0.457722999,8760246,counts,branch-instructions
0.509137752,7784588,counts,branch-instructions
0.560591775,7351840,counts,branch-instructions
0.612029445,7156400,counts,branch-instructions
0.663399563,6744553,counts,branch-instructions
0.714533431,6551269,counts,branch-instructions
0.766158860,6633108,counts,branch-instructions
0.817824863,6683420,counts,branch-instructions
0.869554875,6040987,counts,branch-instructions
0.921303221,5949269,counts,branch-instructions
0.972915838,5915437,counts,branch-instructions
1.024694027,5847426,counts,branch-instructions
1.076753674,5774694,counts,branch-instructions
1.128296031,5655842,counts,branch-instructions
1.179910679,5596328,counts,branch-instructions
1.232271627,5664576,counts,branch-instructions
1.283804870,5950509,counts,branch-instructions
1.334587593,33130164,counts,branch-instructions
1.385182244,18712333,counts,branch-instructions
1.435789343,11570783,counts,branch-instructions
1.486286130,10598881,counts,branch-instructions
1.536871197,8445799,counts,branch-instructions
1.587409026,16181152,counts,branch-instructions
1.637893052,28864428,counts,branch-instructions
1.688334943,30661991,counts,branch-instructions
1.738695168,30344474,counts,branch-instructions
1.789069976,30155764,counts,branch-instructions
1.839468898,30347308,counts,branch-instructions
1.889739175,30267117,counts,branch-instructions
1.940053775,30373927,counts,branch-instructions
1.990340562,26358123,counts,branch-instructions
2.040864588,10023870,counts,branch-instructions
2.043206248,165100,counts,branch-instructions
692622781

0.050219183,269544,counts,branch-misses
0.100972115,369800,counts,branch-misses
0.151519579,338842,counts,branch-misses
0.202123657,388201,counts,branch-misses
0.253055130,485617,counts,branch-misses
0.304025665,543957,counts,branch-misses
0.354862347,599013,counts,branch-misses
0.406345016,522093,counts,branch-misses
0.457722999,566095,counts,branch-misses
0.509137752,639907,counts,branch-misses
0.560591775,685349,counts,branch-misses
0.612029445,701881,counts,branch-misses
0.663399563,742985,counts,branch-misses
0.714533431,721996,counts,branch-misses
0.766158860,735074,counts,branch-misses
0.817824863,770371,counts,branch-misses
0.869554875,803755,counts,branch-misses
0.921303221,790431,counts,branch-misses
0.972915838,748591,counts,branch-misses
1.024694027,807152,counts,branch-misses
1.076753674,807431,counts,branch-misses
1.128296031,830611,counts,branch-misses
1.179910679,858077,counts,branch-misses
1.232271627,855917,counts,branch-misses
1.283804870,748701,counts,branch-misses
1.334587593,629061,counts,branch-misses
1.385182244,235707,counts,branch-misses
1.435789343,39860,counts,branch-misses
1.486286130,212021,counts,branch-misses
1.536871197,643325,counts,branch-misses
1.587409026,439207,counts,branch-misses
1.637893052,585629,counts,branch-misses
1.688334943,835668,counts,branch-misses
1.738695168,879655,counts,branch-misses
1.789069976,866865,counts,branch-misses
1.839468898,879139,counts,branch-misses
1.889739175,842089,counts,branch-misses
1.940053775,821512,counts,branch-misses
