6 Events Counted per Perf Invocation: 


Interval Timestamp,Count,Unit,Event


"branch-misses,branch-instructions,bus-cycles,cache-misses,cache-references,instructions"

--cache-ops 100
0.050168768,32805313,counts,branch-instructions
0.100843681,46950969,counts,branch-instructions
0.151470365,47122252,counts,branch-instructions
0.202067778,39660507,counts,branch-instructions
0.252886649,21098477,counts,branch-instructions
0.304131560,14066774,counts,branch-instructions
0.355221576,11528573,counts,branch-instructions
0.406554092,9751279,counts,branch-instructions
0.457868221,8782293,counts,branch-instructions
0.509301413,8329834,counts,branch-instructions
0.560829032,7884853,counts,branch-instructions
0.612549046,7499186,counts,branch-instructions
0.664562341,8417195,counts,branch-instructions
0.715974439,7447651,counts,branch-instructions
0.767651120,6565159,counts,branch-instructions
0.819232177,6417892,counts,branch-instructions
0.870747191,6280865,counts,branch-instructions
0.922287883,6073858,counts,branch-instructions
0.973939773,6021001,counts,branch-instructions
1.025546506,5929008,counts,branch-instructions
1.077297301,5848605,counts,branch-instructions
1.128841014,5773569,counts,branch-instructions
1.180348893,5661517,counts,branch-instructions
1.232065938,5638905,counts,branch-instructions
1.283742099,5619682,counts,branch-instructions
1.335547998,5588634,counts,branch-instructions
1.387248168,5494064,counts,branch-instructions
1.439310786,5487439,counts,branch-instructions
1.491066841,5380755,counts,branch-instructions
1.542416700,25707597,counts,branch-instructions
1.592965207,15578272,counts,branch-instructions
1.643545329,10928555,counts,branch-instructions
1.694084669,10430410,counts,branch-instructions
1.744648593,8582376,counts,branch-instructions
1.795333349,14625894,counts,branch-instructions
1.845832950,29028276,counts,branch-instructions
1.896262343,27238786,counts,branch-instructions
1.946712100,26872348,counts,branch-instructions
1.997134253,24400184,counts,branch-instructions
2.047660104,27300288,counts,branch-instructions
2.098148246,28816442,counts,branch-instructions
2.148594410,29356455,counts,branch-instructions
2.199120313,29103994,counts,branch-instructions
2.249569757,20409986,counts,branch-instructions
2.286439500,6395651,counts,branch-instructions
693901623

0.050168768,298131,counts,branch-misses
0.100843681,357691,counts,branch-misses
0.151470365,337669,counts,branch-misses
0.202067778,408422,counts,branch-misses
0.252886649,485740,counts,branch-misses
0.304131560,524609,counts,branch-misses
0.355221576,546021,counts,branch-misses
0.406554092,585258,counts,branch-misses
0.457868221,627022,counts,branch-misses
0.509301413,698230,counts,branch-misses
0.560829032,663819,counts,branch-misses
0.612549046,653806,counts,branch-misses
0.664562341,625057,counts,branch-misses
0.715974439,654608,counts,branch-misses
0.767651120,708453,counts,branch-misses
0.819232177,738156,counts,branch-misses
0.870747191,815776,counts,branch-misses
0.922287883,789023,counts,branch-misses
0.973939773,751584,counts,branch-misses
1.025546506,738567,counts,branch-misses
1.077297301,801902,counts,branch-misses
1.128841014,789669,counts,branch-misses
1.180348893,847625,counts,branch-misses
1.232065938,842827,counts,branch-misses
1.283742099,812159,counts,branch-misses
1.335547998,810757,counts,branch-misses
1.387248168,842971,counts,branch-misses
1.439310786,786358,counts,branch-misses
1.491066841,818834,counts,branch-misses
1.542416700,634515,counts,branch-misses
1.592965207,158685,counts,branch-misses
1.643545329,21849,counts,branch-misses
1.694084669,28553,counts,branch-misses
1.744648593,1026377,counts,branch-misses
